X1,educ92,occly2d_03,female,incp_wag,age,marstat,empl,wbhao,perhh,Education,Sex,Occupation,Age,Earnings,MaritalStatus,Race,agesq,FamilySize,FamilyMakeup
130809,10,29,0,41080,40,3,1,1,5,Less than HS,M,29,40,41080,Divorced,White,1600,5,"Single, > three children"
92847,14,6,1,55000,35,1,1,1,5,Bachelors,F,6,35,55000,Married,White,1225,5,"Married, > three children"
79764,9,49,0,40000,45,5,1,1,1,Less than HS,M,49,45,40000,Never Married,White,2025,1,Single
151012,9,33,0,28000,46,1,1,3,4,Less than HS,M,33,46,28000,Married,Hispanic,2116,4,"Married, three children"
40431,13,39,0,150000,48,1,1,1,4,Some College/Associates,M,39,48,150000,Married,White,2304,4,"Married, three children"
100017,16,18,0,125000,37,1,1,1,2,PhD/MD/JD,M,18,37,125000,Married,White,1369,2,"Married, No Kids"
22500,9,38,0,49000,29,5,1,4,1,Less than HS,M,38,29,49000,Never Married,Asian,841,1,Single
112736,16,18,0,60000,61,1,1,1,2,PhD/MD/JD,M,18,61,60000,Married,White,3721,2,"Married, No Kids"
5535,5,51,0,80000,27,5,1,3,4,Less than HS,M,51,27,80000,Never Married,Hispanic,729,4,"Single, three children"
45562,13,50,0,69000,54,1,1,1,4,Some College/Associates,M,50,54,69000,Married,White,2916,4,"Married, three children"
35120,13,1,1,110000,41,1,1,4,7,Some College/Associates,F,1,41,110000,Married,Asian,1681,7,"Married, > three children"
113794,10,31,1,40000,35,2,1,1,4,Less than HS,F,31,35,40000,Widowed,White,1225,4,"Single, three children"
109067,9,49,1,25000,51,3,1,3,3,Less than HS,F,49,51,25000,Divorced,Hispanic,2601,3,"Single, two children"
65250,16,9,1,125500,40,5,1,2,2,PhD/MD/JD,F,9,40,125500,Never Married,Black,1600,2,"Single, one child"
